               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  37,            0.040133,            0.015549,            0.018809,              0.7424,              0.6529,             0.70738,             0.36085,            0.048228,           0.0086524,            0.017679,            0.008812,            0.008812,            0.008812
                  38,             0.04171,            0.015052,             0.01925,             0.74314,             0.61755,             0.66762,             0.30926,             0.04927,           0.0091142,            0.017963,            0.008779,            0.008779,            0.008779
                  39,            0.040782,            0.015886,             0.01929,             0.75667,             0.67874,             0.71331,             0.36341,            0.044241,            0.008974,            0.015493,            0.008746,            0.008746,            0.008746
                  40,             0.04024,            0.015768,            0.019502,             0.75955,             0.64534,             0.70029,             0.37581,            0.045826,           0.0086976,            0.015536,            0.008713,            0.008713,            0.008713
                  41,             0.04019,              0.0155,            0.018721,             0.75216,             0.67878,             0.70962,             0.36197,            0.047334,           0.0086276,            0.015107,             0.00868,             0.00868,             0.00868
                  42,            0.040361,            0.015507,            0.017495,             0.75083,             0.67788,             0.71756,             0.39498,            0.044679,            0.008826,            0.013784,            0.008647,            0.008647,            0.008647
                  43,            0.039841,            0.015135,            0.017478,             0.72416,             0.69183,             0.71128,             0.38744,            0.046524,           0.0085701,            0.016827,            0.008614,            0.008614,            0.008614
                  44,            0.040341,            0.015863,            0.017615,             0.71632,               0.703,              0.7189,             0.37429,            0.045179,           0.0087421,            0.013654,            0.008581,            0.008581,            0.008581
                  45,            0.039115,            0.015957,            0.018596,             0.78273,              0.7369,              0.7462,             0.41185,            0.044166,           0.0084558,            0.013461,            0.008548,            0.008548,            0.008548
                  46,            0.038938,            0.015016,            0.017771,             0.77451,             0.70355,              0.7293,             0.40056,            0.044533,           0.0085418,            0.013256,            0.008515,            0.008515,            0.008515
                  47,            0.040184,            0.015164,             0.01753,             0.77854,             0.70782,             0.73021,             0.42546,            0.044547,           0.0082347,            0.015168,            0.008482,            0.008482,            0.008482
                  48,            0.039195,            0.015629,            0.017948,             0.78035,             0.68434,             0.73391,             0.39885,            0.044264,           0.0083549,            0.019104,            0.008449,            0.008449,            0.008449
                  49,            0.038878,            0.015378,            0.018765,             0.75041,             0.68981,             0.71493,             0.38683,            0.045394,           0.0087235,            0.016457,            0.008416,            0.008416,            0.008416
                  50,            0.038445,            0.014933,            0.017789,             0.76311,              0.6829,             0.73448,             0.38257,            0.045723,           0.0084346,            0.013735,            0.008383,            0.008383,            0.008383
                  51,            0.039318,            0.015415,            0.016975,             0.76623,             0.72435,             0.74194,             0.42744,            0.042529,           0.0084383,            0.013301,             0.00835,             0.00835,             0.00835
                  52,            0.038118,            0.014935,            0.016155,             0.78085,             0.69207,             0.73536,             0.42387,            0.042534,           0.0085364,             0.01649,            0.008317,            0.008317,            0.008317
                  53,            0.037981,            0.014394,            0.016446,             0.78499,             0.68425,              0.7233,             0.38913,            0.045012,           0.0084088,            0.016662,            0.008284,            0.008284,            0.008284
                  54,            0.037554,            0.014542,            0.017773,             0.75178,             0.70053,             0.71092,             0.36672,            0.046349,           0.0084537,            0.014559,            0.008251,            0.008251,            0.008251
                  55,            0.038064,            0.014604,            0.016966,              0.7951,               0.704,             0.74032,             0.41136,            0.045215,            0.008162,            0.013912,            0.008218,            0.008218,            0.008218
                  56,            0.037554,               0.015,             0.01678,             0.75488,             0.73149,              0.7423,             0.39851,            0.044602,           0.0082448,            0.014033,            0.008185,            0.008185,            0.008185
                  57,            0.038947,            0.014331,             0.01684,             0.77584,             0.73695,             0.75478,              0.4421,            0.043387,           0.0082954,            0.014317,            0.008152,            0.008152,            0.008152
                  58,            0.037976,             0.01468,            0.016003,             0.77305,             0.68489,             0.72534,             0.40129,            0.045089,           0.0083428,             0.01391,            0.008119,            0.008119,            0.008119
                  59,            0.038821,            0.014687,            0.015815,             0.78238,             0.71938,             0.74336,             0.40191,            0.042552,            0.008471,            0.013959,            0.008086,            0.008086,            0.008086
                  60,            0.036874,            0.014237,            0.016011,             0.78342,             0.71574,             0.75476,             0.42474,            0.043558,           0.0084524,             0.01312,            0.008053,            0.008053,            0.008053
                  61,            0.037047,            0.014266,            0.016353,             0.80421,             0.71834,             0.76095,             0.41411,            0.043956,           0.0081367,             0.01439,             0.00802,             0.00802,             0.00802
                  62,            0.037625,            0.014484,            0.016093,             0.78481,             0.73119,             0.75561,             0.42461,            0.042292,           0.0083994,            0.015097,            0.007987,            0.007987,            0.007987
                  63,            0.038148,            0.014566,            0.016376,             0.79729,             0.72328,             0.75537,             0.42121,            0.046094,           0.0079695,            0.012971,            0.007954,            0.007954,            0.007954
                  64,            0.037292,             0.01411,            0.015402,             0.81988,             0.72935,              0.7672,             0.43644,            0.043744,           0.0082027,            0.012696,            0.007921,            0.007921,            0.007921
                  65,            0.037317,            0.015174,            0.016183,             0.75738,             0.71787,             0.75482,             0.40116,            0.043153,           0.0083214,            0.012656,            0.007888,            0.007888,            0.007888
                  66,             0.03716,            0.014326,            0.014745,             0.76153,             0.71006,              0.7099,             0.39404,            0.045597,           0.0085795,            0.017482,            0.007855,            0.007855,            0.007855
                  67,            0.037345,            0.014238,            0.016401,              0.7904,             0.69404,             0.74127,             0.38593,            0.045128,           0.0085437,            0.015562,            0.007822,            0.007822,            0.007822
                  68,            0.036421,            0.014303,             0.01568,             0.78366,             0.72506,             0.75884,             0.42106,            0.044204,           0.0084733,            0.015637,            0.007789,            0.007789,            0.007789
                  69,            0.036752,            0.014323,            0.014977,             0.81542,             0.73788,             0.77156,             0.41472,            0.043695,           0.0083226,            0.013935,            0.007756,            0.007756,            0.007756
                  70,            0.036531,            0.013701,            0.015738,              0.8121,             0.72217,             0.76072,             0.39849,            0.045387,            0.008318,            0.013614,            0.007723,            0.007723,            0.007723
                  71,            0.036652,            0.014232,            0.015477,             0.78742,             0.75082,             0.75785,             0.43368,            0.043049,           0.0081154,            0.014476,             0.00769,             0.00769,             0.00769
                  72,            0.036737,            0.014412,            0.013973,             0.81565,             0.71069,             0.76147,             0.38727,            0.043816,           0.0084523,            0.013563,            0.007657,            0.007657,            0.007657
                  73,            0.036729,            0.014302,            0.015212,             0.82651,             0.73614,             0.77256,             0.43221,            0.043405,           0.0083968,            0.015704,            0.007624,            0.007624,            0.007624
