               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 123,            0.031642,            0.013813,            0.011283,             0.84955,             0.78733,             0.82678,             0.46137,            0.035105,           0.0066228,           0.0090929,            0.005974,            0.005974,            0.005974
                 124,            0.032236,            0.013549,            0.010776,             0.82953,             0.79719,             0.83221,              0.4627,            0.035195,           0.0067228,           0.0098644,            0.005941,            0.005941,            0.005941
                 125,            0.030658,            0.013141,           0.0091578,             0.84081,             0.79917,             0.83461,             0.47573,             0.03465,           0.0066904,            0.010366,            0.005908,            0.005908,            0.005908
                 126,            0.031445,             0.01293,           0.0098797,             0.84833,              0.7969,              0.8356,             0.47968,            0.034029,           0.0065757,           0.0090205,            0.005875,            0.005875,            0.005875
                 127,            0.030974,            0.013036,           0.0094734,             0.85438,             0.78831,             0.83406,             0.47585,            0.033408,           0.0065717,           0.0087558,            0.005842,            0.005842,            0.005842
                 128,            0.031616,            0.012972,           0.0094929,             0.84579,             0.80907,             0.83142,             0.49685,             0.03267,           0.0066605,           0.0096616,            0.005809,            0.005809,            0.005809
                 129,            0.031631,            0.013417,           0.0088048,             0.83309,             0.80324,             0.83395,             0.47523,            0.033722,           0.0066302,            0.008138,            0.005776,            0.005776,            0.005776
                 130,            0.030397,             0.01281,           0.0089772,             0.86645,             0.80096,             0.84144,             0.49373,             0.03271,           0.0066644,           0.0092988,            0.005743,            0.005743,            0.005743
                 131,            0.030916,            0.013125,           0.0085695,             0.84141,              0.7904,             0.84087,             0.48809,             0.03261,           0.0067245,           0.0088459,             0.00571,             0.00571,             0.00571
                 132,             0.03144,             0.01223,           0.0094226,             0.84163,             0.80806,             0.83783,              0.4749,            0.033402,           0.0065945,           0.0071308,            0.005677,            0.005677,            0.005677
                 133,            0.029283,            0.012497,           0.0094847,             0.82657,             0.80244,             0.83658,             0.49013,            0.032081,           0.0064611,           0.0084038,            0.005644,            0.005644,            0.005644
                 134,            0.030316,            0.013148,           0.0085781,             0.82999,             0.80288,             0.83722,              0.4887,            0.033263,            0.006529,           0.0078973,            0.005611,            0.005611,            0.005611
                 135,            0.030886,            0.013117,           0.0085146,             0.84327,             0.80706,              0.8403,              0.4949,            0.032937,           0.0066125,           0.0088899,            0.005578,            0.005578,            0.005578
                 136,            0.029431,            0.012958,           0.0088984,             0.83653,             0.81366,             0.83319,             0.47139,            0.033518,           0.0065885,           0.0097862,            0.005545,            0.005545,            0.005545
                 137,            0.031314,            0.012892,           0.0090726,             0.82439,             0.81645,             0.83647,             0.47826,            0.034017,           0.0065863,           0.0089193,            0.005512,            0.005512,            0.005512
                 138,            0.029582,            0.012801,           0.0087792,             0.82866,             0.79586,             0.83381,             0.48559,            0.033617,           0.0066914,           0.0084898,            0.005479,            0.005479,            0.005479
                 139,            0.029456,            0.013154,           0.0087092,             0.83595,             0.80535,             0.84022,             0.47942,            0.034194,           0.0065195,           0.0082473,            0.005446,            0.005446,            0.005446
                 140,            0.030775,            0.012561,           0.0093436,             0.84793,             0.78713,             0.83082,             0.47171,            0.034959,            0.006557,           0.0097112,            0.005413,            0.005413,            0.005413
                 141,            0.030668,            0.013171,           0.0091822,             0.86848,             0.80116,             0.85016,             0.48145,            0.034539,           0.0065264,           0.0088832,             0.00538,             0.00538,             0.00538
                 142,            0.031407,            0.013028,           0.0090937,             0.84815,             0.82218,             0.84475,              0.4853,            0.033909,           0.0066076,           0.0075807,            0.005347,            0.005347,            0.005347
                 143,            0.029569,            0.012976,           0.0093444,             0.84969,             0.78746,             0.83466,             0.49905,            0.033371,           0.0065833,           0.0072946,            0.005314,            0.005314,            0.005314
                 144,            0.030469,             0.01233,           0.0089478,             0.85197,             0.79589,             0.84126,             0.49384,            0.032333,           0.0065505,           0.0080569,            0.005281,            0.005281,            0.005281
                 145,            0.030248,            0.013046,            0.008539,             0.85673,             0.80449,             0.84879,             0.50083,            0.032409,           0.0065858,            0.007285,            0.005248,            0.005248,            0.005248
                 146,            0.030842,            0.012743,           0.0082042,              0.8466,             0.80346,             0.83568,             0.49308,            0.033207,           0.0067123,           0.0079929,            0.005215,            0.005215,            0.005215
                 147,             0.02914,            0.012378,           0.0087103,             0.84286,             0.80323,             0.83174,             0.49955,            0.032894,           0.0066804,           0.0092572,            0.005182,            0.005182,            0.005182
                 148,            0.029985,            0.012826,           0.0077004,             0.82953,             0.82785,             0.85254,             0.51019,            0.032734,           0.0066212,           0.0079448,            0.005149,            0.005149,            0.005149
                 149,             0.03107,            0.013169,           0.0089228,             0.81272,             0.81144,             0.83599,             0.49487,            0.032806,           0.0066447,           0.0074744,            0.005116,            0.005116,            0.005116
                 150,            0.030259,            0.012915,           0.0085226,             0.83575,             0.81074,              0.8468,             0.49102,            0.033654,           0.0067571,           0.0078748,            0.005083,            0.005083,            0.005083
